,상호,휘발유,상표,셀프여부,주소,시
733,(주)자연에너지,1739,SK에너지,Y,경기 용인시 기흥구 동탄기흥로 653 (고매동),용인시
734,SK에너지(주) 양지IC주유소,1739,SK에너지,N,경기 용인시 처인구 양지면 죽양대로 2294,용인시
735,동광주유소,1743,GS칼텍스,Y,경기 용인시 기흥구 중부대로 56 (영덕동),용인시
736,(주)지에스이앤알 흥덕주유소,1743,GS칼텍스,N,경기 용인시 기흥구 흥덕중앙로 92,용인시
737,삼미상사(주) 삼성단지주유소,1743,SK에너지,N,경기 용인시 기흥구 중부대로 1-2 (영덕동),용인시
738,삼우에너지,1743,SK에너지,Y,경기 용인시 기흥구 사은로 334 (상하동),용인시
739,현대오일뱅크㈜직영 구성신도시주유소,1744,현대오일뱅크,N,경기 용인시 기흥구 용구대로 2381 (마북동),용인시
740,동림셀프주유소,1744,S-OIL,Y,경기 용인시 처인구 양지면 중부대로 1955,용인시
741,그린주유소,1744,S-OIL,Y,경기 용인시 처인구 양지면 죽양대로2016번길 2,용인시
742,지에스칼텍스(주)남동주유소,1745,GS칼텍스,N,경기 용인시 처인구 백옥대로 993 (남동),용인시
743,SK선봉대주유소,1745,SK에너지,Y,경기 용인시 처인구 성산로 153,용인시
744,서정주유소,1745,현대오일뱅크,Y,경기 용인시 기흥구 용구대로 1875 (보라동),용인시
745,현대오일뱅크(주)용덕셀프주유소,1745,현대오일뱅크,Y,경기 용인시 처인구 백옥대로 1002(남동),용인시
746,(주)삼원에너지,1745,GS칼텍스,Y,경기 용인시 처인구 백옥대로 980 (남동),용인시
747,㈜교촌에너지 강소주유소,1745,S-OIL,Y,경기 용인시 처인구 남사면 경기동로 293,용인시
748,현대오일뱅크㈜직영 백암주유소,1749,현대오일뱅크,N,경기 용인시 처인구 백암면 죽양대로 1399,용인시
749,언남주유소,1749,S-OIL,Y,경기 용인시 기흥구 구성로 152 (언남동),용인시
750,현대오일뱅크㈜직영 죽전현대셀프주유소,1749,현대오일뱅크,Y,경기 용인시 수지구 용구대로 2751 (죽전동),용인시
751,(주)남경석유 마북로주유소,1749,SK에너지,N,경기 용인시 기흥구 마북로 130 (마북동),용인시
752,신동백주유소,1753,S-OIL,Y,경기 용인시 기흥구 언동로 117 (상하동),용인시
753,(주)죽전역주유소,1753,SK에너지,N,경기 용인시 기흥구 진산로 188 (보정동),용인시
754,현대오일뱅크㈜청명현대Self주유소,1754,현대오일뱅크,Y,경기 용인시 기흥구 청명산로 1 (하갈동),용인시
755,현대오일뱅크㈜직영 에버랜드주유소,1754,현대오일뱅크,N,경기 용인시 처인구 포곡읍 에버랜드로 184,용인시
756,현대오일뱅크㈜직영 기흥현대셀프주유소,1754,현대오일뱅크,Y,경기 용인시 기흥구 기흥로 68,용인시
757,현대오일뱅크㈜직영 기흥TG셀프주유소,1754,현대오일뱅크,Y,경기 용인시 기흥구 삼성2로 34,용인시
758,은화삼주유소,1756,현대오일뱅크,N,경기 용인시 처인구 이동면 백옥대로 826,용인시
759,(주)옥토끼주유소,1757,S-OIL,Y,경기 용인시 기흥구 용구대로 1991 (상갈동),용인시
760,현대오일뱅크㈜직영 기흥셀프주유소,1759,현대오일뱅크,Y,경기 용인시 기흥구 용구대로 1876 (보라동),용인시
